CODE;NAME;PLATFORM;YEAR;GENRE;PUBLISHER
1766;Ninja Gaiden Sigma;PS3;2007;Action;Eidos Interactive
1767;Bad Boys: Miami Takedown;PS2;2004;Shooter;Empire Interactive
1769;Red Dead Redemption: Undead Nightmare;PS3;2010;Action;Take-Two Interactive
1776;Ratchet & Clank: All 4 One;PS3;2011;Platform;Sony Computer Entertainment
1778;Fight Night Champion;PS3;2011;Fighting;Electronic Arts
1780;Tak and the Power of Juju;PS2;2003;Platform;THQ
1785;Tenchu: Wrath of Heaven;PS2;2003;Action;Activision
1786;Shadow of the Colossus;PS2;2005;Action;Sony Computer Entertainment
1788;Hot Shots Golf: Out of Bounds;PS3;2007;Sports;Sony Computer Entertainment
1789;Dance Dance Revolution Extreme 2;PS2;2005;Simulation;Konami Digital Entertainment
1790;Mirror's Edge;PS3;2008;Platform;Electronic Arts
1797;The Lord of the Rings: The Return of the King;XB;2003;Action;Electronic Arts
1799;Royal Palace of White Sword and The City of Gentiles;PS2;2005;Role-Playing;Take-Two Interactive
1800;Guitar Hero 5;X360;2009;Misc;Activision
1801;Mobile Suit Gundam: Federation vs. Zeon;PS2;2001;Simulation;Atari
1803;MechAssault;XB;2002;Simulation;Microsoft Game Studios
1804;ModNation Racers;PS3;2010;Racing;Sony Computer Entertainment
1809;Tom Clancy's Rainbow Six 3: Black Arrow;XB;2004;Shooter;Ubisoft
1810;WWE 2K15;PS4;2014;Sports;Take-Two Interactive
1813;WWE 2K14;X360;2013;Sports;Take-Two Interactive
1814;Alien: Isolation;PS4;2014;Shooter;Sega
1815;Yakuza 3;PS3;2009;Action;Sega
1817;The Beatles: Rock Band;PS3;2009;Misc;MTV Games
1818;Dragon Age II;X360;2011;Action;Electronic Arts
1820;Supercar Street Challenge;PS2;2001;Racing;Activision
1822;Crackdown 2;X360;2010;Shooter;Microsoft Game Studios
1823;Final Fantasy XIV: A Realm Reborn;PS3;2013;Role-Playing;Square Enix
1824;Castlevania: Lords of Shadow;PS3;2010;Action;Konami Digital Entertainment
1825;Rocksmith;X360;2011;Misc;Ubisoft
1826;Disney Infinity 2.0: Marvel Super Heroes;X360;2014;Action;Disney Interactive Studios
1828;Call Of Duty 2: Big Red One;XB;2005;Shooter;Activision
1830;Guitar Hero 5;PS2;2009;Misc;Activision
1832;Spider-Man 2;XB;2004;Action;Activision
1833;Counter-Strike;XB;2003;Shooter;Microsoft Game Studios
1834;Mad Max (2015);PS4;2015;Action;Warner Bros. Interactive Entertainment
1835;Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions);PS2;2007;Action;Activision
1836;GRID;PS3;2008;Racing;Codemasters
1837;Guitar Hero Encore: Rocks The 80s;PS2;2007;Misc;RedOctane
1838;Sunset Overdrive;XOne;2014;Shooter;Microsoft Game Studios
1840;Tom Clancy's Splinter Cell: Chaos Theory;XB;2005;Action;Ubisoft
1848;Toy Story 3: The Video Game;PS3;2010;Action;Disney Interactive Studios
1849;Guitar Hero 5;PS3;2009;Misc;Activision
1851;Medal of Honor: Airborne;X360;2007;Shooter;Electronic Arts
1855;LEGO The Lord of the Rings;PS3;2012;Action;Warner Bros. Interactive Entertainment
1857;WWE SmackDown vs. Raw 2011;PS3;2010;Fighting;THQ
1865;NBA Live 2001;PS2;2001;Sports;Electronic Arts
1866;SingStar Legends;PS2;2006;Misc;Sony Computer Entertainment
1867;SingStar Rocks!;PS2;2006;Misc;Sony Computer Entertainment
1871;Lightning Returns: Final Fantasy XIII;PS3;2013;Role-Playing;Square Enix
1875;Yakuza 2;PS2;2006;Adventure;Sega
1876;Skate 2;X360;2009;Sports;Electronic Arts
1878;Virtua Fighter 5;PS3;2007;Fighting;Sega
1883;Madden NFL 2004;XB;2003;Sports;Electronic Arts
1885;The Godfather;PS2;2006;Action;Electronic Arts
1887;Star Wars: Bounty Hunter;PS2;2002;Shooter;LucasArts
1889;Dante's Inferno;PS3;2010;Action;Electronic Arts
1891;Skylanders Giants;PS3;2012;Action;Activision
1894;Sonic Free Riders;X360;2010;Racing;Sega
1895;NASCAR Thunder 2004;PS2;2003;Racing;Electronic Arts
1896;Prince of Persia;PS3;2008;Action;Ubisoft
1897;SpongeBob SquarePants: Revenge of the Flying Dutchman;PS2;2002;Platform;THQ
1900;Fisherman's Bass Club;PS2;2002;Sports;Agetec
1903;NCAA Football 13;X360;2012;Action;Electronic Arts
1906;The Orange Box;PS3;2007;Shooter;Electronic Arts
1908;Tomb Raider: Underworld;X360;2008;Action;Eidos Interactive
1909;Tom Clancy's Ghost Recon 2;PS2;2004;Shooter;Ubisoft
1910;DiRT 3;PS3;2011;Racing;Codemasters
1917;Naruto: Ultimate Ninja Storm;PS3;2008;Fighting;Namco Bandai Games
1918;Marvel vs. Capcom 3: Fate of Two Worlds;X360;2011;Fighting;Capcom
1919;NCAA Football 14;X360;2013;Sports;Electronic Arts
1921;Call of Duty 3;PS2;2006;Shooter;Activision
1923;Red Dead Redemption: Undead Nightmare;X360;2010;Action;Take-Two Interactive
1924;Bully: Scholarship Edition;X360;2008;Action;Take-Two Interactive
1927;WWE SmackDown vs. Raw 2010;PS2;2009;Fighting;THQ
1928;Pro Evolution Soccer 2008;X360;2007;Sports;Konami Digital Entertainment
1931;SoulCalibur III;PS2;2005;Fighting;Namco Bandai Games
1932;Skylanders SWAP Force;PS3;2013;Platform;Activision
1933;F1 2012;PS3;2012;Racing;Codemasters
1937;LEGO Pirates of the Caribbean: The Video Game;X360;2011;Action;Disney Interactive Studios
1940;Mortal Kombat: Armageddon;PS2;2006;Fighting;Midway Games
1941;Aliens vs Predator;X360;2010;Shooter;Sega
1942;Freekstyle;PS2;2002;Racing;Electronic Arts
1944;Darksiders;X360;2010;Action;THQ
1945;DiRT;PS3;2007;Racing;Codemasters
1949;NBA Street V3;PS2;2005;Sports;Electronic Arts
1950;Sleeping Dogs;PS3;2012;Action;Square Enix
1951;Mercenaries 2: World in Flames;X360;2008;Shooter;Electronic Arts
1953;Hulk;PS2;2003;Action;Universal Interactive
1954;LEGO Indiana Jones: The Original Adventures;PS3;2008;Action;Activision
1957;DJ Hero;X360;2009;Misc;Activision
1960;Naruto Shippuden: Ultimate Ninja Storm 4;PS4;2016;Fighting;Namco Bandai Games
1962;Virtua Tennis 3;PS3;2007;Sports;Sega
1963;Seek and Destroy;PS2;2002;Racing;Play It
1964;Warhawk;PS3;2007;Simulation;Sony Computer Entertainment
1966;Assassin's Creed: Rogue;X360;2014;Action;Ubisoft
1970;Aliens vs Predator;PS3;2010;Shooter;Sega
1977;UFC Undisputed 3;PS3;2012;Action;THQ
1978;NBA 2K3;PS2;2002;Sports;Sega
1979;Dragon Ball: XenoVerse;PS4;2015;Fighting;Namco Bandai Games
1980;The Simpsons: Road Rage;XB;2001;Racing;Electronic Arts
1983;WWE SmackDown vs. Raw 2010;X360;2009;Fighting;THQ
1984;Forza Motorsport;XB;2005;Racing;Microsoft Game Studios
1985;Sonic the Hedgehog;X360;2006;Platform;Sega
1989;The Simpsons Game;X360;2007;Action;Electronic Arts
1991;MVP Baseball 2003;PS2;2003;Sports;Electronic Arts
2000;Dance Dance Revolution SuperNOVA;PS2;2006;Simulation;Konami Digital Entertainment
2001;Brink;X360;2011;Shooter;Bethesda Softworks
2005;LEGO Indiana Jones 2: The Adventure Continues;X360;2009;Action;Activision
2006;Project CARS;PS4;2015;Racing;Slightly Mad Studios
2007;Need for Speed: Most Wanted;XB;2005;Racing;Electronic Arts
2009;LEGO Marvel Super Heroes;XOne;2013;Action;Warner Bros. Interactive Entertainment
2011;Tom Clancy's Ghost Recon Advanced Warfighter 2;PS3;2007;Shooter;Ubisoft
2014;EA Sports UFC;PS4;2014;Sports;Electronic Arts
2015;MX vs. ATV Unleashed;PS2;2005;Racing;THQ
2016;Sonic Unleashed;PS3;2008;Platform;Sega
2018;Rayman Origins;PS3;2011;Platform;Ubisoft
2020;NCAA March Madness 2004;PS2;2003;Sports;Electronic Arts
2027;Bulletstorm;X360;2011;Shooter;Electronic Arts
2030;Tom Clancy's Ghost Recon Advanced Warfighter 2;X360;2007;Shooter;Ubisoft
2034;Tales of Graces f;PS3;2010;Role-Playing;Namco Bandai Games
2038;Ace Combat 6: Fires of Liberation;X360;2007;Simulation;Atari
2039;Madden NFL 07;XB;2006;Sports;Electronic Arts
2040;Disney Infinity 2.0: Marvel Super Heroes;PS3;2014;Action;Disney Interactive Studios
2041;Harry Potter and the Prisoner of Azkaban;PS2;2004;Action;Electronic Arts
2044;Prince of Persia;X360;2008;Action;Ubisoft
2047;Ninja Gaiden II;X360;2008;Action;Tecmo Koei
2053;The LEGO Movie Videogame;PS3;2014;Action;Warner Bros. Interactive Entertainment
2054;DiRT 2;PS3;2009;Racing;Codemasters
2055;Rayman Legends;PS4;2014;Platform;Ubisoft
2057;Ford Racing 2;PS2;2003;Racing;Empire Interactive
2059;PES 2009: Pro Evolution Soccer;X360;2008;Sports;Konami Digital Entertainment
2060;Dead or Alive 2;PS2;2000;Fighting;Tecmo Koei
2065;Jissen Pachi-Slot Hisshouhou: Hokuto no Ken;PS2;2004;Misc;Sammy Corporation
2066;SoulCalibur II;XB;2003;Fighting;Namco Bandai Games
2067;Haze;PS3;2008;Shooter;Ubisoft
2068;UFC Undisputed 3;X360;2012;Action;THQ
2069;Winning Eleven: Pro Evolution Soccer 2007 (All Region sales);X360;2006;Sports;Konami Digital Entertainment
2074;Dynasty Warriors 3: Xtreme Legends;PS2;2002;Action;Tecmo Koei
2076;Rocksmith 2014;PS3;2013;Misc;Ubisoft
2077;Dead Space 3;PS3;2013;Action;Electronic Arts
2079;Disney Infinity;PS3;2013;Action;Disney Interactive Studios
2080;Dark Souls;X360;2011;Role-Playing;Namco Bandai Games
2083;Dead Space 3;X360;2013;Action;Electronic Arts
2085;NFL Fever 2002;XB;2000;Sports;Microsoft Game Studios
2089;Tom Clancy's Splinter Cell: Blacklist;X360;2013;Action;Ubisoft
2091;NCAA Football 12;X360;2011;Sports;Electronic Arts
2092;LEGO Pirates of the Caribbean: The Video Game;PS3;2011;Action;Disney Interactive Studios
2096;EyePet;PS3;2009;Simulation;Sony Computer Entertainment
2099;The Bouncer;PS2;2000;Action;Sony Computer Entertainment
2100;Guitar Hero: Aerosmith;PS3;2008;Misc;Activision
2110;Just Dance 2014;X360;2013;Misc;Ubisoft
2112;Sonic & Sega All-Stars Racing;PS3;2010;Racing;Sega
2118;South Park: The Stick of Truth;PS3;2014;Role-Playing;Ubisoft
2119;Driver: San Francisco;PS3;2011;Racing;Ubisoft
2120;Sniper Elite V2;PS3;2012;Shooter;505 Games
2121;Far Cry 4;X360;2014;Shooter;Ubisoft
2123;Tom Clancy's Splinter Cell: Blacklist;PS3;2013;Action;Ubisoft
2124;Pro Evolution Soccer 2014;PS3;2013;Action;Konami Digital Entertainment
2125;Madden NFL 16;X360;2015;Sports;Electronic Arts
2126;Madden NFL 10;PS2;2009;Sports;Electronic Arts
2127;Brutal Legend;X360;2009;Action;Electronic Arts
2129;Final Fantasy Type-0;PS4;2015;Role-Playing;Square Enix
2130;Madden NFL 08;PS3;2007;Sports;Electronic Arts
2132;NCAA Football 06;XB;2005;Sports;Electronic Arts
2134;NBA 2K10;X360;2009;Sports;Take-Two Interactive
2137;Skylanders: Spyro's Adventure;X360;2011;Action;Activision
2139;NHL 2004;PS2;2003;Sports;Electronic Arts
2140;Grand Theft Auto: Vice City Stories;PS2;2007;Action;Take-Two Interactive
2141;NBA 2K16;X360;2015;Sports;Take-Two Interactive
2142;FIFA Soccer 2005;XB;2004;Sports;Electronic Arts
2151;Dark Cloud 2;PS2;2002;Role-Playing;Sony Computer Entertainment
2153;PlayStation All-Stars Battle Royale;PS3;2012;Action;Sony Computer Entertainment
2161;Sonic Unleashed;X360;2008;Platform;Sega
2162;Lost Planet 2;PS3;2010;Shooter;Capcom
2163;NHL 2001;PS2;2000;Sports;Electronic Arts
2166;Tom Clancy's Ghost Recon: Future Soldier;PS3;2012;Shooter;Ubisoft
2168;Shinobi;PS2;2002;Platform;Sony Computer Entertainment
2169;Mortal Kombat: Deadly Alliance;XB;2002;Fighting;Midway Games
2172;Naruto Shippuden: Ultimate Ninja Storm 3;PS3;2013;Fighting;Namco Bandai Games
2173;LEGO Jurassic World;X360;2015;Action;Warner Bros. Interactive Entertainment
2174;ESPN NBA 2K5;XB;2004;Sports;Global Star
2176;World Championship Poker;PS2;2004;Misc;Play It
2177;Tom Clancy's Splinter Cell: Chaos Theory;PS2;2005;Action;Ubisoft
2179;South Park: The Stick of Truth;X360;2014;Role-Playing;Ubisoft
2181;SingStar Abba;PS3;2008;Misc;Sony Computer Entertainment
2184;Kessen;PS2;2000;Strategy;Electronic Arts
2187;Brutal Legend;PS3;2009;Action;Electronic Arts
2188;Skylanders: Spyro's Adventure;PS3;2011;Action;Activision
2190;Evolve;PS4;2015;Shooter;Take-Two Interactive
2191;WWE SmackDown vs. Raw 2009;PS3;2008;Fighting;THQ
2192;Army of Two: The 40th Day;X360;2010;Shooter;Electronic Arts
2194;Lego Batman 3: Beyond Gotham;X360;2014;Action;Warner Bros. Interactive Entertainment
2196;Killzone;PS2;2004;Shooter;Sony Computer Entertainment
2197;The Tomb Raider Trilogy;PS3;2011;Action;Square Enix
2198;Colin McRae Rally 04;PS2;2003;Racing;Codemasters
2201;Rocksmith 2014;X360;2013;Misc;Ubisoft
2205;Castlevania: Lament of Innocence;PS2;2003;Action;Konami Digital Entertainment
2207;The Witcher 2: Assassins of Kings;X360;2012;Action;Namco Bandai Games
2208;Bayonetta;X360;2009;Action;Sega
2209;Destroy All Humans!;PS2;2005;Shooter;THQ
2210;MVP Baseball 2005;XB;2005;Sports;Electronic Arts
2212;NCAA Football 10;X360;2009;Sports;Electronic Arts
2215;Bully;PS2;2006;Action;Take-Two Interactive
2216;Prince of Persia: The Sands of Time;XB;2003;Action;Ubisoft
2218;Hot Shots Golf Fore!;PS2;2003;Sports;Sony Computer Entertainment
2219;MLB 06: The Show;PS2;2006;Sports;Sony Computer Entertainment
2220;NHL 2003;PS2;2002;Sports;Electronic Arts
2221;Operation Flashpoint: Dragon Rising;X360;2009;Shooter;Codemasters
2223;Buzz! Quiz World;PS3;2009;Misc;Sony Computer Entertainment
2225;Tony Hawk's Pro Skater 4;XB;2002;Sports;Activision
2228;White Knight Chronicles: International Edition;PS3;2008;Role-Playing;Sony Computer Entertainment
2229;SSX;PS3;2012;Sports;Electronic Arts
2231;LEGO Jurassic World;PS3;2015;Action;Warner Bros. Interactive Entertainment
2239;MLB 07: The Show;PS2;2007;Sports;Sony Computer Entertainment
2240;Skylanders: Trap Team;X360;2014;Action;Activision
2242;Brothers in Arms: Hell's Highway;PS3;2008;Shooter;Ubisoft
2246;Teenage Mutant Ninja Turtles;PS2;2003;Action;Konami Digital Entertainment
2247;Top Gun: Combat Zones;PS2;2001;Simulation;Titus
2248;Blue Dragon;X360;2006;Role-Playing;Microsoft Game Studios
2250;NCAA Football 11;X360;2010;Sports;Electronic Arts
2252;FIFA Street;X360;2012;Sports;Electronic Arts
2253;EA Sports Active 2;PS3;2010;Sports;Electronic Arts
2255;WWE SmackDown vs. Raw 2009;X360;2008;Fighting;THQ
2256;Dante's Inferno;X360;2010;Action;Electronic Arts
2257;Wipeout: In The Zone;X360;2011;Misc;Activision
2264;Crysis 3;X360;2013;Shooter;Electronic Arts
2265;Lego Batman 3: Beyond Gotham;PS4;2014;Action;Warner Bros. Interactive Entertainment
2266;Dynasty Warriors 7;PS3;2011;Action;Tecmo Koei
2267;The Evil Within;PS3;2014;Action;Bethesda Softworks
2268;MLB 12: The Show;PS3;2012;Sports;Sony Computer Entertainment
2270;Starsky & Hutch;PS2;2003;Racing;Empire Interactive
2272;Lost Odyssey;X360;2007;Role-Playing;Microsoft Game Studios
2273;MLB 15: The Show;PS4;2015;Sports;Sony Computer Entertainment
2274;Operation Flashpoint: Dragon Rising;PS3;2009;Shooter;Codemasters
2275;Homefront;PS3;2011;Shooter;THQ
2277;Street Hoops;PS2;2002;Sports;Activision
2278;Avatar: The Game;PS3;2009;Action;Ubisoft
2280;Tom Clancy's EndWar;X360;2008;Strategy;Ubisoft
2281;Knockout Kings 2002;PS2;2002;Sports;Electronic Arts
2282;Tokyo Xtreme Racer 3;PS2;2003;Racing;Genki
2283;LEGO Indiana Jones 2: The Adventure Continues;PS3;2009;Action;Activision
2286;MX vs. ATV Reflex;PS3;2009;Racing;THQ
2287;Minecraft: Story Mode;X360;2015;Adventure;Mojang
2289;Marvel: Ultimate Alliance 2;X360;2009;Role-Playing;Activision
2292;Sonic Mega Collection Plus;XB;2004;Misc;Sega
2293;DJ Hero;PS3;2009;Misc;Activision
2294;Dragon Age: Inquisition;XOne;2014;Role-Playing;Electronic Arts
2295;The Simpsons Game;PS3;2007;Action;Electronic Arts
2296;Tiger Woods PGA Tour 2002;PS2;2002;Sports;Electronic Arts
2299;MLB 2005;PS2;2004;Sports;Sony Computer Entertainment
2300;SOCOM 4: U.S. Navy SEALs;PS3;2011;Shooter;Sony Computer Entertainment
2301;Burnout Revenge;PS2;2005;Racing;Electronic Arts
2302;Buzz! Quiz TV;PS3;2008;Misc;Sony Computer Entertainment
2306;Crysis 3;PS3;2013;Shooter;Electronic Arts
2308;Hot Shots Tennis;PS2;2006;Sports;Sony Computer Entertainment
2309;Sonic Heroes;XB;2003;Platform;Sega
2311;Tiger Woods PGA Tour 12: The Masters;PS3;2011;Sports;Electronic Arts
2314;Spider-Man 3;PS2;2007;Platform;Activision
2315;James Bond 007: Agent Under Fire;XB;2002;Shooter;Electronic Arts
2318;Pure;PS3;2008;Racing;Disney Interactive Studios
2321;LittleBigPlanet Karting;PS3;2012;Action;Sony Computer Entertainment
2322;X-Men Legends;XB;2004;Role-Playing;Activision
2323;NBA Live 2005;XB;2004;Sports;Electronic Arts
2324;Harry Potter: Quidditch World Cup;PS2;2003;Sports;Electronic Arts
2325;The Biggest Loser: Ultimate Workout;X360;2010;Sports;THQ
2327;Call of Juarez: Bound in Blood;PS3;2009;Shooter;Ubisoft
2330;Blitz: The League;PS2;2005;Sports;Unknown
2331;LEGO Jurassic World;PS4;2015;Action;Warner Bros. Interactive Entertainment
2334;Tiger Woods PGA Tour 06;PS2;2005;Sports;Electronic Arts
2336;The Jak and Daxter Collection;PS3;2012;Platform;Sony Computer Entertainment
2343;NFL 2K2;PS2;2001;Sports;Sega
2344;EA Sports UFC 2;PS4;2016;Sports;Electronic Arts
2347;F1 2010;X360;2010;Racing;Codemasters
2351;Kingdoms of Amalur: Reckoning;X360;2012;Role-Playing;Electronic Arts
2354;SingStar Anthems;PS2;2006;Misc;Sony Computer Entertainment
2357;WWE SmackDown vs. Raw 2011;X360;2010;Fighting;THQ
2358;Sleeping Dogs;X360;2012;Action;Square Enix
2361;Michael Jackson: The Experience;X360;2011;Misc;Ubisoft
2363;Rock Band 3;X360;2010;Misc;MTV Games
2365;NBA 2K6;PS2;2005;Action;Take-Two Interactive
2366;Buzz! The Mega Quiz;PS2;2007;Misc;Sony Computer Entertainment
2369;Just Cause 3;XOne;2015;Action;Square Enix
2372;Tekken Tag Tournament 2;PS3;2012;Fighting;Namco Bandai Games
2373;ESPN NHL 2K5;PS2;2004;Sports;Global Star
2374;GRID;X360;2008;Racing;Codemasters
2376;Crimson Skies: High Road to Revenge;XB;2003;Simulation;Microsoft Game Studios
2379;NBA 2K14;XOne;2013;Sports;Take-Two Interactive
2380;DiRT;X360;2007;Racing;Codemasters
2383;Red Faction: Guerrilla;X360;2009;Shooter;THQ
2384;Tom Clancy's Ghost Recon: Island Thunder;XB;2003;Shooter;Ubisoft
2385;Mercenaries 2: World in Flames;PS3;2008;Shooter;Electronic Arts
2387;Kingdom Hearts Re: Chain of Memories;PS2;2008;Role-Playing;Square Enix
2389;NCAA Football 13;PS3;2012;Action;Electronic Arts
2390;Kingdoms of Amalur: Reckoning;PS3;2012;Role-Playing;Electronic Arts
2392;Beijing 2008;PS3;2008;Sports;Sega
2394;Tony Hawk's Project 8;PS2;2006;Sports;Activision
2395;Injustice: Gods Among Us;PS4;2013;Fighting;Warner Bros. Interactive Entertainment
2398;Brothers in Arms: Hell's Highway;X360;2008;Shooter;Ubisoft
2399;Fight Night Round 2;PS2;2005;Fighting;Electronic Arts
2402;Conflict: Desert Storm;XB;2002;Shooter;SCi
2403;Triple Play 2002;PS2;2002;Sports;Electronic Arts
2406;Warriors Orochi;PS2;2007;Action;Tecmo Koei
2407;Guitar Hero: Warriors of Rock;X360;2010;Misc;Activision
2409;Tales of Xillia 2;PS3;2012;Role-Playing;Namco Bandai Games
2410;SingStar '90s;PS2;2007;Misc;Sony Computer Entertainment
2414;Darksiders II;PS3;2012;Action;THQ
2415;Ghostbusters: The Video Game;PS3;2009;Action;Sony Computer Entertainment
2418;Rocky;PS2;2002;Fighting;Rage Software
2423;Dragon Ball Z: Burst Limit;PS3;2008;Fighting;Atari
2426;2010 FIFA World Cup South Africa;X360;2010;Sports;Electronic Arts
2427;Dynasty Warriors 4: Xtreme Legends;PS2;2003;Action;Tecmo Koei
2428;Ninja Gaiden Sigma 2;PS3;2009;Action;Ubisoft Annecy
2429;Forza Horizon 2;X360;2014;Racing;Microsoft Game Studios
2430;Skate 2;PS3;2009;Sports;Electronic Arts
2435;NBA 2K8;X360;2007;Sports;Take-Two Interactive
2436;Far Cry: Primal;XOne;2016;Action;Ubisoft
2438;Tiger Woods PGA Tour 2005;XB;2004;Sports;Electronic Arts
2439;Army of Two: The 40th Day;PS3;2010;Shooter;Electronic Arts
2445;WWE 2K15;PS3;2014;Sports;Take-Two Interactive
2446;Overwatch;XOne;2016;Shooter;Activision
2447;Ratatouille;PS2;2007;Action;THQ
2449;Burnout 2: Point of Impact;PS2;2002;Racing;Acclaim Entertainment
2451;Street Fighter EX3;PS2;2000;Fighting;Virgin Interactive
2453;Sniper Elite V2;X360;2012;Shooter;505 Games
2454;Thief (2014);PS4;2014;Action;Square Enix
2457;Tiger Woods PGA Tour 11;PS3;2010;Sports;Electronic Arts
2458;Devil May Cry HD Collection;PS3;2012;Action;Capcom
2459;MLB 16: The Show;PS4;2016;Action;Sony Computer Entertainment
2460;NBA 2K10;PS3;2009;Sports;Take-Two Interactive
2464;NCAA Football 11;PS3;2010;Sports;Electronic Arts
2465;Dragon Age II;PS3;2011;Action;Electronic Arts
2466;ATV Quad Power Racing 2;PS2;2003;Racing;Acclaim Entertainment
2469;Street Fighter X Tekken;PS3;2012;Fighting;Capcom
2471;Duke Nukem Forever;X360;2011;Shooter;Take-Two Interactive
2472;Big Mutha Truckers;PS2;2002;Racing;Empire Interactive
2473;Borderlands: The Handsome Collection;PS4;2015;Shooter;Take-Two Interactive
2474;Rogue Galaxy;PS2;2005;Role-Playing;Sony Computer Entertainment
2475;ESPN College Hoops 2K5;PS2;2004;Sports;Sega
2478;Time Crisis 4;PS3;2007;Shooter;Namco Bandai Games
2479;Ben 10: Protector of Earth;PS2;2007;Action;D3Publisher
2480;Need for Speed Rivals;X360;2013;Racing;Electronic Arts
2484;Dynasty Warriors 2;PS2;2000;Action;THQ
2489;FIFA Soccer World Championship;PS2;2000;Sports;Electronic Arts
2490;Brute Force;XB;2003;Shooter;Microsoft Game Studios
2491;Dance Central 3;X360;2012;Misc;Microsoft Game Studios
2495;NCAA Football 12;PS3;2011;Sports;Electronic Arts
2496;Sly 3: Honor Among Thieves;PS2;2005;Platform;Sony Computer Entertainment
2498;Sid Meier's Civilization Revolution;X360;2008;Strategy;Take-Two Interactive
2501;The Amazing Spider-Man (Console Version);PS3;2012;Action;Activision
2502;Dragon Ball: Raging Blast 2;PS3;2010;Fighting;Namco Bandai Games
2506;James Bond 007: Nightfire;XB;2002;Shooter;Electronic Arts
2507;Madden NFL 17;XOne;2016;Sports;Electronic Arts
2510;Marvel: Ultimate Alliance;PS2;2006;Role-Playing;Activision
2512;DJ Hero 2;X360;2010;Misc;Activision
2513;Street Fighter V;PS4;2016;Fighting;Capcom
2514;Need for Speed: Hot Pursuit 2;XB;2002;Racing;Electronic Arts
2517;Amped: Freestyle Snowboarding;XB;2001;Sports;Microsoft Game Studios
2520;DmC: Devil May Cry;PS3;2013;Action;Capcom
2522;Rocket Power: Beach Bandits;PS2;2002;Platform;THQ
2523;Guitar Hero: Warriors of Rock;PS3;2010;Misc;Activision
2525;Madden NFL 16;PS3;2015;Sports;Electronic Arts
2526;Stranglehold;X360;2007;Shooter;Midway Games
2528;Shin Megami Tensei: Persona 4;PS2;2008;Role-Playing;Atlus
2529;SingStar Vol. 2;PS3;2008;Misc;Sony Computer Entertainment
2531;Madden NFL 25;PS4;2013;Sports;Electronic Arts
2532;Twisted Metal (2012);PS3;2012;Action;Sony Computer Entertainment
2535;Ready 2 Rumble Boxing: Round 2;PS2;2000;Fighting;Midway Games
2544;Guitar Hero Live;PS4;2015;Misc;Activision
2547;Pro Evolution Soccer 2010;X360;2009;Sports;Konami Digital Entertainment
2550;Tom Clancy's Rainbow Six 3;PS2;2004;Shooter;Ubisoft
2551;Lego Batman 3: Beyond Gotham;PS3;2014;Action;Warner Bros. Interactive Entertainment
2553;DiRT 2;X360;2009;Racing;Codemasters
2556;Dying Light;XOne;2015;Action;Warner Bros. Interactive Entertainment
2557;NCAA Football 10;PS3;2009;Sports;Electronic Arts
2560;Final Fantasy XI: Wings of the Goddess;PS2;2007;Role-Playing;Square Enix
2561;The Sims 2;PS2;2005;Simulation;Electronic Arts
2562;Guitar Hero: Metallica;X360;2009;Misc;Activision
2563;NCAA Football 14;PS3;2013;Sports;Electronic Arts
2565;Fight Night Champion;X360;2011;Fighting;Electronic Arts
2567;Yakuza;PS2;2005;Action;Sega
2571;Hitman: Contracts;PS2;2004;Shooter;Eidos Interactive
2574;Aliens: Colonial Marines;X360;2013;Shooter;Sega
2576;[Prototype 2];X360;2012;Action;Activision
2577;Sonic & SEGA All-Stars Racing with Banjo-Kazooie;X360;2010;Racing;Sega
2578;Goldeneye 007: Reloaded;PS3;2011;Shooter;Activision
2579;NBA 2K16;PS3;2015;Sports;Take-Two Interactive
2582;Prince of Persia: Warrior Within;XB;2004;Action;Ubisoft
2583;Dragon's Dogma;X360;2012;Role-Playing;Capcom
2584;Darksiders II;X360;2012;Action;THQ
2585;Resident Evil: Revelations;PS3;2013;Action;Capcom
2591;Band Hero;X360;2009;Misc;Activision
2593;Tales of Destiny 2;PS2;2002;Role-Playing;Namco Bandai Games
2595;Sniper: Ghost Warrior;PS3;2011;Shooter;City Interactive
2596;The Godfather II;X360;2009;Action;Electronic Arts
2599;Dragon Ball Z: Budokai Tenkaichi 2;PS2;2006;Fighting;Atari
2600;The Walking Dead: Season One;PS3;2012;Adventure;Avanquest Software
2601;Rayman Origins;X360;2011;Platform;Ubisoft
2602;Guitar Hero: Aerosmith;PS2;2008;Misc;Activision
2609;Tiger Woods PGA Tour 10;PS3;2009;Sports;Electronic Arts
2613;Star Ocean: The Last Hope;X360;2009;Role-Playing;Square Enix
2614;Dance Dance Revolution SuperNOVA 2;PS2;2007;Simulation;Konami Digital Entertainment
2615;Armored Core 2;PS2;2000;Simulation;Ubisoft
2618;Dead Island: Riptide;X360;2013;Action;Deep Silver
2622;Too Human;X360;2008;Role-Playing;Microsoft Game Studios
2623;Sid Meier's Civilization Revolution;PS3;2008;Strategy;Take-Two Interactive
2624;NCAA Football 08;PS2;2007;Sports;Electronic Arts
2625;FIFA Soccer 2004;XB;2003;Sports;Electronic Arts
2627;Naruto Shippuden: Ultimate Ninja Storm 2;X360;2010;Fighting;Namco Bandai Games
2630;Tom Clancy's Splinter Cell: Double Agent;X360;2006;Action;Ubisoft
2632;Lips;X360;2008;Misc;Microsoft Game Studios
